place_name,place_category,rating,review_date,review_text,city_target,
Playa Gemelas,playa,5,24/08/2025,"Me encantó Playa Gemelas. La arena estaba mejor de lo que esperaba. Además, para mí, el tema de la limpieza sumó muchísimo. Fuimos en plan tranquilo de noche. El clima nos tocó a favor y eso mejoró todo. Vale mucho la pena. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,5,27/05/2024,"De lo mejor del viaje fue Mirador de la Cruz. Desde arriba se aprecia muy bien la bahía. Además, para mí, el tema de la experiencia general me dejó muy buena impresión. Fuimos con amigos al mediodía. La zona alrededor tiene bastante movimiento. Sí regresaría. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,3,21/10/2025,"Mi visita a Mirador de la Cruz estuvo bien, sin más. Cumple como mirador, sin más. Lo mejor fue la relación calidad-precio, pero el tema de la señalización terminó siendo un problema. Fuimos en familia un domingo. Nos movimos a pie sin complicarnos. Está bien para conocerlo una vez. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,5,05/01/2024,"Una gran sorpresa fue Paseo por Marina al atardecer. Ideal para caminar sin prisa. Además, en general, el tema de la experiencia general me dejó muy buena impresión. Fuimos solo entre semana. El clima nos tocó a favor y eso mejoró todo. Definitivamente volvería. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Malecón de Puerto Vallarta,atracción,2,07/09/2024,"La visita a Malecón de Puerto Vallarta me dejó dudas. No me dejó nada especial. Encima, el tema de la organización bajó bastante la experiencia. Fuimos con amigos en vacaciones. Nos movimos a pie sin complicarnos. Yo me lo saltaría la próxima vez. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Tour de snorkel en Los Arcos,tour,3,22/06/2024,"Ir a Tour de snorkel en Los Arcos cumplió, aunque esperaba un poco más. Hubo partes entretenidas y otras flojas. Lo mejor fue la vista, pero el tema de los precios terminó siendo un problema. Fuimos con niños un domingo. La zona alrededor tiene bastante movimiento. Puede gustarte más si eliges bien la hora. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,5,14/05/2024,"Excelente visita a Restaurante frente al mar en Marina. La comida salió muy bien. Además, para mí, el tema de la experiencia general me dejó muy buena impresión. Fuimos en plan tranquilo por la mañana. El clima nos tocó a favor y eso mejoró todo. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,3,14/11/2023,"Pasar por Resort frente a la playa tuvo cosas buenas y otras mejorables. Cumple para dormir, pero no destaca. Lo mejor fue la relación calidad-precio, pero el tema de la saturación de gente terminó siendo un problema. Fuimos con niños en vacaciones. En temporada alta imagino que cambia bastante. Puede gustarte más si eliges bien la hora. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,3,27/10/2024,"Ir a Mirador de la Cruz cumplió, aunque esperaba un poco más. La vista es buena, aunque el trayecto pesa más de lo que imaginaba. Lo mejor fue la tranquilidad, pero el tema del tiempo de espera bajó bastante la experiencia. Fuimos con mis papás al atardecer. Entre semana se siente mucho más llevadero. Está bien para conocerlo una vez. Hay detalles que cambian bastante según la hora.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,3,12/02/2023,"Conocer Mirador de la Cruz estuvo correcto, pero no me sorprendió. La vista es buena, aunque el trayecto pesa más de lo que imaginaba. Lo mejor fue la tranquilidad, pero el tema del tiempo de espera dejó mucho que desear. Fuimos en pareja al mediodía. Con calor fuerte conviene llevar agua y bloqueador. Está bien para conocerlo una vez. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,1,11/07/2023,"Fue una decepción total visitar Excursión a las cascadas. Terminó siendo más cansado que disfrutable. Encima, el tema de la organización terminó siendo un problema. Fuimos en familia un domingo. El clima nos tocó a favor y eso mejoró todo. Con varios cambios podría mejorar, pero hoy no lo recomendaría. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Hotel boutique en Zona Romántica,hotel,5,07/02/2023,"Me encantó Hotel boutique en Zona Romántica. Las áreas comunes se veían cuidadas. Además, en general, el tema del servicio superó lo esperado. Fuimos en pareja un domingo. Conviene ir con tiempo y sin prisa. Lo volvería a incluir en otro viaje. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,4,28/04/2025,"Nos gustó bastante Muelle de Los Muertos. Se disfruta sin necesidad de hacer gran plan. Además, en general, el tema de la experiencia general superó lo esperado. Fuimos en pareja al atardecer. Conviene ir con tiempo y sin prisa. Me quedé con ganas de repetir. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Galería de arte local,galería,5,19/12/2023,"Quedé fascinado con Galería de arte local. Fue una parada cultural muy disfrutable. Además, la verdad, el tema de la relación calidad-precio superó lo esperado. Fuimos con mis papás al mediodía. Llegamos al atardecer y la luz ayudó muchísimo. Me quedé con ganas de repetir. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,5,18/03/2023,"Volvería sin pensarlo a Excursión a las cascadas. La actividad estuvo muy bien llevada. Además, honestamente, el tema de la tranquilidad me dejó muy buena impresión. Fuimos en plan tranquilo de noche. Fuimos temprano y se disfrutó más. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,5,28/06/2024,"Me encantó Mirador de la Cruz. Vale el esfuerzo de llegar. Además, la verdad, el tema de la organización sumó muchísimo. Fuimos en pareja al atardecer. En temporada alta imagino que cambia bastante. Es una parada muy recomendable. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour gastronómico por el centro,tour,4,14/10/2023,"Valió la pena conocer Tour gastronómico por el centro. El recorrido estuvo bien armado. Además, honestamente, el tema de la organización superó lo esperado. Fuimos con amigos al mediodía. Hay buenos puntos para tomar fotos. Definitivamente volvería. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,5,12/07/2024,"Excelente visita a Tour de tacos y mariscos. El recorrido estuvo bien armado. Además, en general, el tema de la organización destacó bastante. Fuimos solo en vacaciones. Fuimos temprano y se disfrutó más. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mirador de la Cruz,mirador,4,23/02/2026,"Valió la pena conocer Mirador de la Cruz. La subida se compensa con la vista. Además, la verdad, el tema de la limpieza superó lo esperado. Fuimos con mis papás en vacaciones. Conviene ir con tiempo y sin prisa. Sí regresaría. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,4,16/02/2023,"Muy buena experiencia en Resort frente a la playa. La ubicación ayuda muchísimo. Además, en general, el tema de la ubicación marcó una diferencia positiva. Fuimos con niños al mediodía. Llegamos al atardecer y la luz ayudó muchísimo. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Los Arcos de Mismaloya,tour,4,25/09/2023,"Valió la pena conocer Los Arcos de Mismaloya. La logística salió mejor de lo esperado. Además, para mí, el tema de la limpieza superó lo esperado. Fuimos en pareja un domingo. Nos movimos a pie sin complicarnos. Lo volvería a incluir en otro viaje. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,4,11/03/2026,"Muy buena experiencia en Restaurante frente al mar en Marina. Las porciones me parecieron justas. Además, en general, el tema de la ubicación fue de lo mejor. Fuimos en plan tranquilo al atardecer. Entre semana se siente mucho más llevadero. Definitivamente volvería. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Café del centro,café,4,03/08/2025,"Nos gustó bastante Café del centro. El ambiente invita a quedarse. Además, para mí, el tema del ambiente superó lo esperado. Fuimos en plan tranquilo por la mañana. Llegamos al atardecer y la luz ayudó muchísimo. Vale mucho la pena. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Hotel boutique en Zona Romántica,hotel,2,23/08/2025,"La visita a Hotel boutique en Zona Romántica me dejó dudas. El descanso fue malo. Encima, el tema del acceso se notó bastante. Fuimos en familia en vacaciones. Hay buenos puntos para tomar fotos. No volvería así como está. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,5,24/02/2023,"Me encantó Tour en cuatrimoto. La actividad estuvo muy bien llevada. Además, en general, el tema del servicio superó lo esperado. Fuimos en familia entre semana. El clima nos tocó a favor y eso mejoró todo. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Bar con terraza en el Malecón,bar,5,22/08/2024,"Me encantó Bar con terraza en el Malecón. La terraza tiene muy buena vista. Además, honestamente, el tema de la vista destacó bastante. Fuimos en familia en vacaciones. Entre semana se siente mucho más llevadero. Lo volvería a incluir en otro viaje. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Playa Camarones,playa,4,07/04/2024,"Valió la pena conocer Playa Camarones. Se podía pasar un buen rato sin prisa. Además, para mí, el tema de la ubicación destacó bastante. Fuimos solo entre semana. Nos movimos a pie sin complicarnos. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Mercado Municipal Río Cuale,mercado,4,21/03/2026,"En general nos fue bien en Mercado Municipal Río Cuale. Vale la pena caminarlo con calma. Además, para mí, el tema del ambiente me dejó muy buena impresión. Fuimos solo al mediodía. En temporada alta imagino que cambia bastante. Lo volvería a incluir en otro viaje. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Parque Lázaro Cárdenas,parque,3,03/06/2025,"Ir a Parque Lázaro Cárdenas cumplió, aunque esperaba un poco más. No me pareció mal, pero tampoco memorable. Lo mejor fue la limpieza, pero el tema del mantenimiento necesita mejorar. Fuimos con amigos entre semana. Fuimos temprano y se disfrutó más. Puede gustarte más si eliges bien la hora. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,5,01/02/2023,"Me encantó Avistamiento de ballenas. La logística salió mejor de lo esperado. Además, en general, el tema de la tranquilidad fue de lo mejor. Fuimos con niños de noche. La zona alrededor tiene bastante movimiento. Me quedé con ganas de repetir. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Playa Mismaloya,playa,4,31/10/2023,"Nos gustó bastante Playa Mismaloya. Se podía pasar un buen rato sin prisa. Además, para mí, el tema de la vista sumó muchísimo. Fuimos en plan tranquilo un domingo. Entre semana se siente mucho más llevadero. Definitivamente volvería. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Mercado del mar,mercado,5,20/10/2023,"Quedé fascinado con Mercado del mar. Hay mucha variedad para curiosear. Además, para mí, el tema de la limpieza marcó una diferencia positiva. Fuimos en plan tranquilo por la mañana. Entre semana se siente mucho más llevadero. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,4,19/07/2024,"Nos gustó bastante Paseo en lancha al atardecer. El guía explicó todo con claridad. Además, honestamente, el tema de la experiencia general estuvo muy bien. Fuimos con amigos al mediodía. Fuimos temprano y se disfrutó más. Lo recomiendo sin problema. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Malecón de Puerto Vallarta,atracción,5,28/09/2023,"Me encantó Malecón de Puerto Vallarta. Tiene muchísimo encanto. Además, la verdad, el tema de la limpieza marcó una diferencia positiva. Fuimos con niños un domingo. Hay buenos puntos para tomar fotos. Vale mucho la pena. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Playa Los Muertos,playa,4,25/08/2025,"Muy buena experiencia en Playa Los Muertos. La arena estaba mejor de lo que esperaba. Además, honestamente, el tema de la atención superó lo esperado. Fuimos solo en vacaciones. Fuimos temprano y se disfrutó más. Lo volvería a incluir en otro viaje. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
